[00:00:00.000 --> 00:00:05.500]  好 我们准备开始了
[01:16:43.460 --> 01:16:45.020]  那个周线抽的差不多就好了
[01:16:45.020 --> 01:16:47.960]  所以我现在就是如果周线的形态
[01:16:47.960 --> 01:16:50.720]  我看了日线拐点我这几天都很重要
[01:16:50.720 --> 01:16:52.460]  你必须给我把周线都得收起来
[01:16:52.460 --> 01:16:54.960]  如果你日线抽阳线收不下
[01:16:54.960 --> 01:16:56.360]  就是日线后面一直跌下来的板
[01:16:56.860 --> 01:16:59.920]  接下来大概就是破了我们所要求的这个风控的
[01:16:59.920 --> 01:17:01.860]  你周线收不好这个股票
[01:17:01.860 --> 01:17:04.020]  接下来又是继续折腾起不来的
[01:17:04.020 --> 01:17:06.420]  这个细节点你们自己画一画
[01:17:06.420 --> 01:17:09.620]  而且这种情况下还蛮容易出现的
[01:17:09.620 --> 01:17:12.460]  觉得你自己要心里有一个闲
[01:17:12.460 --> 01:17:15.060]  就是日线你走进风扬
[01:17:15.060 --> 01:17:17.320]  你如果好的话你得把这个周线当
[01:17:17.320 --> 01:17:18.360]  因为上升嘛
[01:17:18.360 --> 01:17:21.560]  上升可能是日线要带动周线的上涨空间才大起来嘛
[01:17:21.560 --> 01:17:22.120]  对不对
[01:17:22.120 --> 01:17:25.260]  好就像那个我记得小南姐有一次做那个什么股票
[01:17:26.420 --> 01:17:27.560]  那个农发种业吧
[01:17:27.560 --> 01:17:29.520]  是农发种业你做的啊
[01:17:29.520 --> 01:17:31.960]  对农发种业的时候当时
[01:17:31.960 --> 01:17:33.660]  当时我说好的就是在这
[01:17:33.660 --> 01:17:36.920]  这是第一个这是一个月线大家可以看
[01:17:36.920 --> 01:17:38.660]  非常漂亮的月线
[01:17:38.660 --> 01:17:42.880]  现在大家看很会看的吧
[01:17:42.880 --> 01:17:45.920]  这是不是这个跟科士达有区别吗
[01:17:45.920 --> 01:17:49.920]  像啊不是跟科对就跟科士达是不是一样的
[01:17:49.920 --> 01:17:51.560]  不是底下就一模一样
[01:17:51.560 --> 01:17:53.960]  解决问题解决不掉
[01:17:54.680 --> 01:17:57.500]  再解决问题解决的掉再来慢慢的
[01:17:57.500 --> 01:18:00.080]  中长期嘛所以你看它涨了三倍
[01:18:00.080 --> 01:18:02.340]  为什么一个月现在后面期还能继续上涨
[01:18:02.340 --> 01:18:04.800]  人家就花了那么久的代价怎么可能说
[01:18:04.800 --> 01:18:08.400]  哦我起来就结束肯定是起一起要洗一洗的对不对
[01:18:08.400 --> 01:18:11.080]  上升过程中也要反复洗的呀
[01:18:11.080 --> 01:18:13.000]  然后我记得很清楚是在这一周
[01:18:13.000 --> 01:18:19.300]  这一周的时候有一个日线涨停板
[01:18:19.300 --> 01:18:22.500]  我那个涨停板的时候因为我跟另外一个朋友在聊
[01:18:22.500 --> 01:18:24.240]  我在说说这个股票
[01:18:24.440 --> 01:18:26.680]  这个涨停板的时候我说这个周k线必须收好
[01:18:26.680 --> 01:18:27.680]  不收好就不行
[01:18:27.680 --> 01:18:30.680]  然后这个涨停板大家看是3月25号
[01:18:30.680 --> 01:18:33.740]  马上下一个是在就是马上要收什么
[01:18:33.740 --> 01:18:35.280]  三月的月k线呢
[01:18:35.280 --> 01:18:38.040]  所以这个位置往上攻的时候你再去思考
[01:18:38.040 --> 01:18:41.880]  日线要必须带动如果他是走主声呢
[01:18:41.880 --> 01:18:43.680]  日线必须带动周线走好
[01:18:43.680 --> 01:18:44.980]  周线必须把月线打好
[01:18:44.980 --> 01:18:46.940]  他的中长期举失才能形成的了
[01:18:46.940 --> 01:18:49.740]  大家能理解我意思吗就是关于这个
[01:18:49.740 --> 01:18:51.540]  关键位置k线的有效性
[01:18:51.680 --> 01:18:54.580]  那么反之日线走起来了带动不了周线
[01:18:54.580 --> 01:18:57.820]  那就破不了局他继续折腾那你就离场
[01:18:57.820 --> 01:19:00.280]  啊你就离场就是关于k
[01:19:00.280 --> 01:19:03.480]  关于这个什么这一个细节点很重要啊
[01:19:03.480 --> 01:19:05.140]  我们下午吃完饭
[01:19:05.140 --> 01:19:08.740]  我们再来慢慢再来看这些就是有一些内部结构
[01:19:08.740 --> 01:19:10.480]  怎么去看他的组合
[01:19:10.480 --> 01:19:12.820]  包括我们这里呢这几个个股的案例
[01:19:12.820 --> 01:19:14.120]  我们再来打开来看
[01:19:14.120 --> 01:19:15.740]  大家会更有感受啊
[01:19:15.740 --> 01:19:18.140]  今天中午大家都说退房的
[01:19:18.140 --> 01:19:20.820]  我们还是一样先去吃饭
[01:19:21.140 --> 01:19:23.580]  大家吃饭不要那么着急吃饱一点
[01:19:23.580 --> 01:19:25.720]  要不先吃饭
[01:19:25.720 --> 01:19:30.380]  吃完饭之后呢我们再呃去休息一下
[01:19:30.380 --> 01:19:32.340]  我们是两点钟之前对吧
[01:19:32.340 --> 01:19:34.940]  我们肯定早上拿掉我们还是下午几点发上课
