[00:00:00.000 --> 00:00:02.500]  还怕啥 机会肯定是多于风险的
[00:40:15.600 --> 00:40:17.600]  那个绑在前面的就是封口
[00:40:17.600 --> 00:40:19.600]  你就在这里面去看
[00:40:19.600 --> 00:40:21.600]  你
[00:40:21.600 --> 00:40:23.600]  再举个例子关于波动
[00:40:23.600 --> 00:40:25.600]  我说我今年其实是很郁闷的
[00:40:25.600 --> 00:40:27.600]  年后在这一天
[00:40:27.600 --> 00:40:29.600]  跟大家说分享一下
[00:40:29.600 --> 00:40:31.600]  分享一个故事
[00:40:31.600 --> 00:40:33.600]  我的痛苦故事
[00:40:33.600 --> 00:40:35.600]  实在这
[00:40:35.600 --> 00:40:37.600]  不是这一周
[00:40:37.600 --> 00:40:39.600]  2月23号的周末
[00:40:39.600 --> 00:40:41.600]  付了一遍盘
[00:40:41.600 --> 00:40:43.600]  最后选了两个股票
[00:40:43.600 --> 00:40:45.600]  我还跟威廉还跟子涵
[00:40:45.600 --> 00:40:47.600]  我说
[00:40:47.600 --> 00:40:49.600]  这个七成零部件的业绩真的都好好
[00:40:49.600 --> 00:40:51.600]  对吧
[00:40:51.600 --> 00:40:53.600]  业绩都很好
[00:40:53.600 --> 00:40:55.600]  去年的增长今年一季度
[00:40:55.600 --> 00:40:57.600]  都是有增长预期
[00:40:57.600 --> 00:40:59.600]  有这预期的公布
[00:40:59.600 --> 00:41:01.600]  我选了两个股票
[00:41:01.600 --> 00:41:03.600]  一个是通用股份
[00:41:03.600 --> 00:41:05.600]  一个是万逢二位
[00:41:05.600 --> 00:41:07.600]  都有结构
[00:41:07.600 --> 00:41:09.600]  都有突破
[00:41:09.600 --> 00:41:11.600]  最后选了一个通用
[00:41:11.600 --> 00:41:13.600]  放弃了万逢
[00:41:13.600 --> 00:41:15.600]  然后我放弃的原因是什么呢
[00:41:15.600 --> 00:41:17.600]  通用是怀抱
[00:41:17.600 --> 00:41:19.600]  万逢是反打
[00:41:19.600 --> 00:41:21.600]  所以我跟他分享的是什么
[00:41:21.600 --> 00:41:23.600]  有结构吗
[00:41:23.600 --> 00:41:25.600]  有结构有量价
[00:41:25.600 --> 00:41:27.600]  有资金准备工作
[00:41:27.600 --> 00:41:29.600]  当我们做趋势做波段
[00:41:29.600 --> 00:41:31.600]  当他做足了准备
[00:41:31.600 --> 00:41:33.600]  自然有风口把他吹起来
[00:41:33.600 --> 00:41:35.600]  那个时候哪有什么低空基金
[00:41:35.600 --> 00:41:37.600]  低空基金是在3月初才出来的
[00:41:37.600 --> 00:41:39.600]  3月7号是一个拐点
[00:41:39.600 --> 00:41:41.600]  3月18号又是一个加强点
[00:41:41.600 --> 00:41:43.600]  那时候哪有低空基金
[00:41:43.600 --> 00:41:45.600]  我想七成零部件
[00:41:45.600 --> 00:41:47.600]  我是按照业绩好
[00:41:47.600 --> 00:41:49.600]  来预期的
[00:41:49.600 --> 00:41:51.600]  今年这个波段按照这个级别
[00:41:51.600 --> 00:41:53.600]  中期压缩一下
[00:41:53.600 --> 00:41:55.600]  中期肯定有的再看一下通用
[00:41:55.600 --> 00:41:57.600]  通用股份比他漂亮
[00:41:57.600 --> 00:41:59.600]  通用还看上月线了
[00:41:59.600 --> 00:42:03.600]  那也就是在这一周末
[00:42:03.600 --> 00:42:05.600]  2月23号这周末
[00:42:05.600 --> 00:42:07.600]  大家可以看一下周件也很漂亮的
[00:42:07.600 --> 00:42:09.600]  怀抱啊
[00:42:09.600 --> 00:42:11.600]  那缩小图形
[00:42:11.600 --> 00:42:13.600]  对吧 地位也有量
[00:42:13.600 --> 00:42:15.600]  怀抱突破
[00:42:15.600 --> 00:42:17.600]  然后我还做好准备
[00:42:17.600 --> 00:42:19.600]  我是做好准备这个估计要调整
[00:42:19.600 --> 00:42:21.600]  各把月才会上涨的
[00:42:21.600 --> 00:42:23.600]  涨也涨了啊
[00:42:23.600 --> 00:42:25.600]  那这个就是一个天一个地了
[00:42:25.600 --> 00:42:27.600]  那我们再说一下
[00:42:27.600 --> 00:42:29.600]  就是关于做趋势和做波段
[00:42:29.600 --> 00:42:31.600]  跟刚才短线的区别
[00:42:31.600 --> 00:42:33.600]  因为我刚才跟他讲的是短线
[00:42:33.600 --> 00:42:35.600]  因为趋势波段是我教给大家的主要的
[00:42:35.600 --> 00:42:37.600]  短线是我被市场给什么催残
[00:42:37.600 --> 00:42:39.600]  催打的
[00:42:39.600 --> 00:42:41.600]  提升之后的
[00:42:41.600 --> 00:42:43.600]  所以我们家讲到这包括月线大家来看
[00:42:45.600 --> 00:42:47.600]  2月23号的这个月嘛
[00:42:47.600 --> 00:42:49.600]  你看一下月线也多漂亮
[00:42:49.600 --> 00:42:51.600]  怀抱 几年的
[00:42:51.600 --> 00:42:53.600]  是吧
[00:42:53.600 --> 00:42:55.600]  量价也很漂亮
[00:42:55.600 --> 00:42:57.600]  再来看一下万逢后悔
[00:42:57.600 --> 00:42:59.600]  所以这种事情呢
[00:42:59.600 --> 00:43:01.600]  我跟大家分享啊
[00:43:01.600 --> 00:43:03.600]  所以你们有的时候郁闷的时候啊
[00:43:03.600 --> 00:43:05.600]  我也有的时候也郁闷的
[00:43:05.600 --> 00:43:07.600]  很正常 我也有这种就是
[00:43:07.600 --> 00:43:09.600]  就是什么
[00:43:09.600 --> 00:43:11.600]  好玩的
[00:43:11.600 --> 00:43:13.600]  但明显是不是通用比它强
[00:43:13.600 --> 00:43:15.600]  对不对 那没办法
[00:43:15.600 --> 00:43:17.600]  这就是风口来了 猪也会飞上天
[00:43:17.600 --> 00:43:19.600]  风口不来 猪也飞不动
[00:43:19.600 --> 00:43:21.600]  所以我们所讲到的就是
[00:43:21.600 --> 00:43:23.600]  我们做短线和做波段的区别
[00:43:23.600 --> 00:43:25.600]  但这里就是一个灵活
[00:43:25.600 --> 00:43:27.600]  当我们出现一个新的
[00:43:27.600 --> 00:43:29.600]  题材
[00:43:29.600 --> 00:43:31.600]  热点的时候 你马上就是
[00:43:31.600 --> 00:43:33.600]  要跳转过来
[00:43:33.600 --> 00:43:35.600]  因为它后面其实有很多机会给我们上车的
[00:43:35.600 --> 00:43:37.600]  有很多机会给到你上车的
[00:43:37.600 --> 00:43:39.600]  一个时机的就是一个跳转
[00:43:39.600 --> 00:43:41.600]  很多短线就在热点里面不断地去挖掘
[00:43:41.600 --> 00:43:43.600]  那如果做趋势波段呢
[00:43:43.600 --> 00:43:45.600]  我建议大家就是板块入手
[00:43:45.600 --> 00:43:47.600]  板块做主身
[00:43:47.600 --> 00:43:49.600]  具备三浪 然后去把握波段的一个机会
[00:43:49.600 --> 00:43:51.600]  就是这样的话呢 你就很明确
[00:43:51.600 --> 00:43:53.600]  我现在的考虑思维
[00:43:53.600 --> 00:43:55.600]  到底是按照短线
[00:43:55.600 --> 00:43:57.600]  还是按照什么
[00:43:57.600 --> 00:43:59.600]  按照波段而来啊
[00:43:59.600 --> 00:44:01.600]  这个也是一样 大家可以看到它的一个
[00:44:01.600 --> 00:44:03.600]  运行方式啊
[00:44:03.600 --> 00:44:07.600]  运行方式也是一样的 在这里慢慢走出来
[00:44:09.600 --> 00:44:11.600]  它的量也很漂亮
[00:44:11.600 --> 00:44:13.600]  回到什么 结构也很好
[00:44:13.600 --> 00:44:15.600]  上涨 A B C
[00:44:15.600 --> 00:44:17.600]  C打的声
[00:44:17.600 --> 00:44:19.600]  这个大盘跌的时候
[00:44:19.600 --> 00:44:21.600]  它不跌
[00:44:21.600 --> 00:44:23.600]  这里进行反包 这里再进行一个反包
[00:44:23.600 --> 00:44:25.600]  对吧 量 其实核心就在这个量
[00:44:25.600 --> 00:44:29.600]  改变它的就在这个量
[00:44:29.600 --> 00:44:31.600]  不是自进的还是什么 强扭的
[00:44:31.600 --> 00:44:33.600]  然后后面的话就是我们所说的
[00:44:33.600 --> 00:44:35.600]  可以做到的小短线的就在这
[00:44:35.600 --> 00:44:37.600]  我举个例子啊
[00:44:37.600 --> 00:44:39.600]  可以做到的小短线就是这种
[00:44:39.600 --> 00:44:41.600]  比如说这一个板 这里已经拉起来了
[00:44:41.600 --> 00:44:43.600]  这一天低空经济再上涨的时候
[00:44:43.600 --> 00:44:45.600]  这一天封板
[00:44:45.600 --> 00:44:47.600]  这一天封板的时候你是可以考虑的
[00:44:47.600 --> 00:44:49.600]  因为这就是我刚才跟大家所分享的
[00:44:49.600 --> 00:44:51.600]  趋势多头 顺势而为
[00:44:51.600 --> 00:44:53.600]  你在趋势上涨调整的过程中
[00:44:53.600 --> 00:44:55.600]  再次反包阴线
[00:44:55.600 --> 00:44:57.600]  就代表着它还继续沿着圆趋势
[00:44:57.600 --> 00:44:59.600]  这就是短线思维了啊
[00:44:59.600 --> 00:45:01.600]  说明它会继续沿着圆趋势来前行
[00:45:01.600 --> 00:45:03.600]  过两天我跟他讲了
[00:45:03.600 --> 00:45:05.600]  这个板之后我们怎么做防守
[00:45:05.600 --> 00:45:07.600]  你知道防守你就敢买
[00:45:07.600 --> 00:45:09.600]  没有防守就不敢买 对不对
[00:45:09.600 --> 00:45:11.600]  就是这样子的 所以它就会顺势而为
[00:45:11.600 --> 00:45:13.600]  所以后面短线就是两个板的一架
[00:45:13.600 --> 00:45:15.600]  这里基本上就掰掰了
[00:45:15.600 --> 00:45:17.600]  就不会说是持有很长时间
[00:45:17.600 --> 00:45:19.600]  但我强调了一点就是
[00:45:19.600 --> 00:45:21.600]  我刚才想给大家那么多短线
[00:45:21.600 --> 00:45:23.600]  第一个切入是热点
[00:45:23.600 --> 00:45:25.600]  第二个 这个个股也必须是什么
[00:45:25.600 --> 00:45:27.600]  多头
[00:45:27.600 --> 00:45:29.600]  大家发现了啊
[00:45:29.600 --> 00:45:31.600]  也必须是多头
[00:45:31.600 --> 00:45:33.600]  所以不管是什么样的短线也好
[00:45:33.600 --> 00:45:35.600]  趋势要波段也好
[00:45:35.600 --> 00:45:37.600]  不是多头的你不要做
[00:45:37.600 --> 00:45:39.600]  短线可能我们更多的是
[00:45:39.600 --> 00:45:41.600]  日线多头为主
[00:45:41.600 --> 00:45:43.600]  如果周线月线更配合那就更完美了
[00:45:43.600 --> 00:45:45.600]  关于K线和均线的关系
[00:45:45.600 --> 00:45:47.600]  大家应该都能够理解了
[00:45:47.600 --> 00:45:49.600]  应该都差不多吧
[00:45:49.600 --> 00:45:51.600]  还有什么想要问的
[00:45:51.600 --> 00:45:53.600]  我们来问一问
[00:45:53.600 --> 00:45:55.600]  关于趋势
[00:45:55.600 --> 00:45:57.600]  光趋势这个环节
[00:45:57.600 --> 00:45:59.600]  不同的级别
[00:45:59.600 --> 00:46:01.600]  因为我现在讲的这么久都在讲这四个字
[00:46:01.600 --> 00:46:05.600]  趋势多空和趋势级别
[00:46:05.600 --> 00:46:09.600]  这就是八个字
[00:46:09.600 --> 00:46:11.600]  我们从10点半开始到现在
[00:46:11.600 --> 00:46:13.600]  除了周五吃饭一个半小时
[00:46:13.600 --> 00:46:15.600]  到现在2点半是不是都在讲这八个字
[00:46:15.600 --> 00:46:17.600]  趋势多空
[00:46:17.600 --> 00:46:19.600]  和趋势的级别
[00:46:19.600 --> 00:46:21.600]  是不是跟我前面的那个列诊出来了
[00:46:21.600 --> 00:46:23.600]  那么我们说
[00:46:23.600 --> 00:46:25.600]  K线的势和趋势的势
[00:46:25.600 --> 00:46:27.600]  这个我就不展开了
[00:46:27.600 --> 00:46:29.600]  多讲了
[00:46:29.600 --> 00:46:31.600]  对于我们判断大盘判断板块判断
[00:46:31.600 --> 00:46:33.600]  各股方法论都是一样的
[00:46:33.600 --> 00:46:35.600]  就是一个方法
[00:46:35.600 --> 00:46:37.600]  一招是变各种行情的机会
[00:46:37.600 --> 00:46:39.600]  各种方式
[00:46:39.600 --> 00:46:41.600]  那么对于各股而言
[00:46:41.600 --> 00:46:43.600]  我这里还是跟大家多补充一下
[00:46:43.600 --> 00:46:45.600]  因为往后大家一定要注重公司的质地
[00:46:45.600 --> 00:46:47.600]  大家有没有看
[00:46:47.600 --> 00:46:49.600]  现在5块钱以下的股票好多好多
[00:46:49.600 --> 00:46:51.600]  差不多将近快小1000个了
[00:46:51.600 --> 00:46:53.600]  我们说什么时候是机会
[00:46:53.600 --> 00:46:55.600]  遍地都是低价股的时候
[00:46:55.600 --> 00:46:57.600]  就是我们所说的
[00:46:57.600 --> 00:46:59.600]  大家都
[00:46:59.600 --> 00:47:01.600]  只是现在还不算
[00:47:01.600 --> 00:47:03.600]  如果要是我们今年在某个阶段
[00:47:03.600 --> 00:47:05.600]  再能够调个中期
[00:47:05.600 --> 00:47:07.600]  那就更漂亮了
[00:47:07.600 --> 00:47:09.600]  说真心话
[00:47:09.600 --> 00:47:11.600]  今年在某个阶段再来一个中期回调
[00:47:11.600 --> 00:47:13.600]  再扼杀一波
[00:47:13.600 --> 00:47:15.600]  那就更漂亮了
[00:47:15.600 --> 00:47:17.600]  这是我的话
[00:47:17.600 --> 00:47:19.600]  反正我是战略看多做多
[00:47:19.600 --> 00:47:21.600]  战术还没有达到我们的要求
[00:47:21.600 --> 00:47:23.600]  如果战术达到我们所讲的
[00:47:23.600 --> 00:47:25.600]  不用月限周限达到就全面看多
[00:47:25.600 --> 00:47:27.600]  大家能理解我的意思吧
[00:47:27.600 --> 00:47:29.600]  周限但是我需要有板块支撑啊
[00:47:29.600 --> 00:47:31.600]  现在板块支撑不够
[00:47:31.600 --> 00:47:33.600]  所以
[00:47:33.600 --> 00:47:35.600]  但这个时间周期就是这两年
[00:47:35.600 --> 00:47:37.600]  那么质地必须优良
[00:47:37.600 --> 00:47:39.600]  是我们
[00:47:39.600 --> 00:47:41.600]  应该说是完善资本市场的
[00:47:41.600 --> 00:47:43.600]  这条路径不断在发展
[00:47:43.600 --> 00:47:45.600]  像现在暴雷不断的在排雷
[00:47:45.600 --> 00:47:47.600]  然后新国9条出来
[00:47:47.600 --> 00:47:49.600]  包括我们说上市公司必须分红等等
[00:47:49.600 --> 00:47:51.600]  其实我觉得在这个不断的
[00:47:51.600 --> 00:47:53.600]  完善资本市场的过程中
[00:47:53.600 --> 00:47:55.600]  而且你看上次出现的哪家公司
[00:47:55.600 --> 00:47:57.600]  所有都是造假的
[00:47:57.600 --> 00:47:59.600]  上美吧
[00:47:59.600 --> 00:48:01.600]  上美
[00:48:01.600 --> 00:48:03.600]  是上美啊
[00:48:03.600 --> 00:48:05.600]  他说所有一切都是造假的
[00:48:05.600 --> 00:48:07.600]  对吧
[00:48:07.600 --> 00:48:09.600]  所以我们个人投资者说真心话
[00:48:09.600 --> 00:48:11.600]  坑很多
[00:48:11.600 --> 00:48:13.600]  就包括大家学习也有很多坑
[00:48:13.600 --> 00:48:15.600]  我只能
[00:48:15.600 --> 00:48:17.600]  不做你们的坑
[00:48:17.600 --> 00:48:19.600]  做你们的这个
[00:48:19.600 --> 00:48:21.600]  这个住高的啊
[00:48:21.600 --> 00:48:23.600]  对吧就是真的尽我的力跟大家
[00:48:23.600 --> 00:48:25.600]  分享所以我们说的
[00:48:25.600 --> 00:48:27.600]  大家一定要注重公司质地
[00:48:27.600 --> 00:48:29.600]  各个行业包括大家往外投资也是
[00:48:29.600 --> 00:48:31.600]  一样的一定要谨慎在之谨慎
[00:48:31.600 --> 00:48:33.600]  就是
[00:48:33.600 --> 00:48:35.600]  如果公司质地真的不怎么好
[00:48:35.600 --> 00:48:37.600]  还是要注意什么
[00:48:37.600 --> 00:48:39.600]  图形更好再好
[00:48:39.600 --> 00:48:41.600]  你实在手痒你就是
[00:48:41.600 --> 00:48:43.600]  快进快出
[00:48:43.600 --> 00:48:45.600]  我自己给到大家
[00:48:45.600 --> 00:48:47.600]  我自己的一个风格的话上次我一个
[00:48:47.600 --> 00:48:49.600]  师兄跟我分享了一个
[00:48:49.600 --> 00:48:51.600]  仓卫配笔的一个
[00:48:51.600 --> 00:48:53.600]  思路跟大家分享一下
[00:48:53.600 --> 00:48:55.600]  因为我自己一直以来的就是一
[00:48:55.600 --> 00:48:57.600]  馕头鸡一馕头猪
[00:48:57.600 --> 00:48:59.600]  不适合大家
[00:48:59.600 --> 00:49:01.600]  对我自己比较
[00:49:01.600 --> 00:49:03.600]  其实我数比较激进的我不懂的时候
[00:49:03.600 --> 00:49:05.600]  但是我懂的时候其实我是说很激进的
[00:49:05.600 --> 00:49:07.600]  就有多少买多少的比如说我现在
[00:49:07.600 --> 00:49:09.600]  找现实性我看好这个我就买进去
[00:49:09.600 --> 00:49:11.600]  然后我现在
[00:49:11.600 --> 00:49:13.600]  说过的听着我那个师兄
[00:49:13.600 --> 00:49:15.600]  有一个师兄的话之后我开始
[00:49:15.600 --> 00:49:17.600]  稳健一点
[00:49:17.600 --> 00:49:19.600]  因为他最近跟我聊天的时候
[00:49:19.600 --> 00:49:21.600]  我觉得特别好他经常在说
[00:49:21.600 --> 00:49:23.600]  他也被市场磨练了
[00:49:23.600 --> 00:49:25.600]  很多很多年了前段时间
[00:49:25.600 --> 00:49:27.600]  中任资源也是第二个版的
[00:49:27.600 --> 00:49:29.600]  开盘价然后差不多将近最高价
[00:49:29.600 --> 00:49:31.600]  反正好几个
[00:49:31.600 --> 00:49:33.600]  他做的很好的
[00:49:33.600 --> 00:49:35.600]  我们认识的时候是1
[00:49:35.600 --> 00:49:37.600]  161516那个阶段
[00:49:37.600 --> 00:49:39.600]  我们在一起学习的然后
[00:49:39.600 --> 00:49:41.600]  他现在跟我讲的
[00:49:41.600 --> 00:49:43.600]  最多的就是先
[00:49:43.600 --> 00:49:45.600]  要有预期
[00:49:45.600 --> 00:49:47.600]  我把他跟我分享跟大家分享
[00:49:47.600 --> 00:49:49.600]  分享啊因为有的时候我觉得
[00:49:49.600 --> 00:49:51.600]  我可能因为我自己是属于
[00:49:51.600 --> 00:49:53.600]  看不到空间我们下不去手
[00:49:53.600 --> 00:49:55.600]  下手就下得狠的那种
[00:49:55.600 --> 00:49:57.600]  直梗但是我
[00:49:57.600 --> 00:49:59.600]  有很好一点就是我直梗也很狠
[00:49:59.600 --> 00:50:01.600]  我感觉不给我去一芒头
[00:50:01.600 --> 00:50:03.600]  就直梗了除非
[00:50:03.600 --> 00:50:05.600]  成交不了就撤大再继续一笔
[00:50:05.600 --> 00:50:07.600]  就化掉了那种反正资金量
[00:50:07.600 --> 00:50:09.600]  资金量这个体量没那么大
[00:50:09.600 --> 00:50:11.600]  等我再发展大了没办法慢慢
[00:50:11.600 --> 00:50:13.600]  发展但是他跟我分享
[00:50:13.600 --> 00:50:15.600]  第一点就是不要有预期
[00:50:15.600 --> 00:50:17.600]  就是你的分析是要有的
[00:50:17.600 --> 00:50:19.600]  但是你的内心上是对于
[00:50:19.600 --> 00:50:21.600]  你的预期不要过高但是每一次
[00:50:21.600 --> 00:50:23.600]  当你预期过高的时候你的
[00:50:23.600 --> 00:50:25.600]  操作就会变形所以第一个
