[00:00:00.000 --> 00:00:01.000]  什么密码
[01:14:47.000 --> 01:14:49.000]  或巨亮度
[01:14:49.000 --> 01:14:51.000]  因为我们讲陈车里面
[01:14:51.000 --> 01:14:53.000]  或周林讲的 大家现在可以把它结合起来
[01:14:53.000 --> 01:14:55.000]  怀抱的这个量
[01:14:55.000 --> 01:14:57.000]  必须是高亮度或巨亮度
[01:14:57.000 --> 01:14:59.000]  之前大家觉得巨亮度是不好的
[01:14:59.000 --> 01:15:01.000]  但你要明白 巨亮度对应的是
[01:15:01.000 --> 01:15:03.000]  怀抱进攻阳
[01:15:03.000 --> 01:15:05.000]  那就是健康而良性的
[01:15:05.000 --> 01:15:07.000]  高亮度对应怀抱进攻阳
[01:15:07.000 --> 01:15:09.000]  那也是健康的
[01:15:09.000 --> 01:15:11.000]  你就巨亮对应分级呢
[01:15:11.000 --> 01:15:13.000]  那才是不健康
[01:15:13.000 --> 01:15:15.000]  因为我们说的
[01:15:15.000 --> 01:15:17.000]  K线是语言嘛对不对
[01:15:17.000 --> 01:15:19.000]  K线语言就是一个进攻一个破坏
[01:15:19.000 --> 01:15:21.000]  一个分级一个停顿嘛
[01:15:21.000 --> 01:15:23.000]  就是四个语言嘛
[01:15:23.000 --> 01:15:25.000]  那如果说你一个巨亮对着一个停顿肯定是有问题的
[01:15:25.000 --> 01:15:27.000]  进攻就是要花钱的对不对
[01:15:27.000 --> 01:15:29.000]  你进攻对应的是
[01:15:29.000 --> 01:15:31.000]  高亮度或巨亮度是健康的
[01:15:31.000 --> 01:15:33.000]  那对应的就是怀抱
[01:15:33.000 --> 01:15:35.000]  前面没有反打 你看
[01:15:35.000 --> 01:15:37.000]  这一种怀抱
[01:15:37.000 --> 01:15:39.000]  对应的是什么
[01:15:39.000 --> 01:15:41.000]  是不是对前面所有几个月的航盘充满
[01:15:41.000 --> 01:15:43.000]  航盘进行一个有效的一个通控怀抱
[01:15:43.000 --> 01:15:45.000]  那么这种怀抱是可以跟的
[01:15:45.000 --> 01:15:49.000]  这种怀抱是强的
[01:15:49.000 --> 01:15:51.000]  不是非的
[01:15:51.000 --> 01:15:53.000]  说一定要有结构
[01:15:53.000 --> 01:15:55.000]  大家明白我的意思没有
[01:15:55.000 --> 01:15:59.000]  没有结构敢于怀抱突破照样会涨
[01:15:59.000 --> 01:16:01.000]  照样会涨
[01:16:01.000 --> 01:16:03.000]  你看这个回答
[01:16:03.000 --> 01:16:05.000]  一周的时间立马就是50%的上涨
[01:16:05.000 --> 01:16:07.000]  两周50%的上涨
[01:16:07.000 --> 01:16:09.000]  大家能理解我的意思没有
[01:16:09.000 --> 01:16:11.000]  怀抱的啊
[01:16:11.000 --> 01:16:13.000]  所以我现在先把最强的跟大家讲
[01:16:13.000 --> 01:16:15.000]  你看怀抱的基本上有那个
[01:16:15.000 --> 01:16:17.000]  而且再来看一下这个怀抱
[01:16:17.000 --> 01:16:19.000]  对于这个阴线有没有站上
[01:16:19.000 --> 01:16:21.000]  如果它是怀抱
[01:16:21.000 --> 01:16:23.000]  但是对于这个阴线
[01:16:23.000 --> 01:16:25.000]  你这边找左侧走对标
[01:16:25.000 --> 01:16:27.000]  因为我们讲的
[01:16:27.000 --> 01:16:29.000]  阳线和阴线是属于战役
[01:16:29.000 --> 01:16:31.000]  你进攻你对着这边的战役
[01:16:31.000 --> 01:16:33.000]  是不是完全给站上了
[01:16:33.000 --> 01:16:35.000]  大家明白我的意思没有
[01:16:35.000 --> 01:16:37.000]  第二个它是不是直接
[01:16:37.000 --> 01:16:39.000]  转为多头的怀抱
[01:16:39.000 --> 01:16:41.000]  刚才大家问到的这也是个怀抱
[01:16:41.000 --> 01:16:43.000]  你这也是一个四根的
[01:16:43.000 --> 01:16:45.000]  对线的怀抱
[01:16:45.000 --> 01:16:47.000]  但是你是空头的没用
[01:16:47.000 --> 01:16:49.000]  没用的你再怎么样你学会记不起来的
[01:16:49.000 --> 01:16:51.000]  就是这个吗
[01:16:51.000 --> 01:16:53.000]  就是叫口号很小
[01:16:53.000 --> 01:16:55.000]  但是什么
[01:16:55.000 --> 01:16:57.000]  虚幌一腔的那种
[01:16:57.000 --> 01:16:59.000]  所以我们需要的你看这是一个怀抱
[01:16:59.000 --> 01:17:01.000]  同时把它给站上同时把势给转过
[01:17:01.000 --> 01:17:03.000]  怀抱有怀抱之后的
[01:17:03.000 --> 01:17:05.000]  回彩就是可以买的
[01:17:05.000 --> 01:17:07.000]  就是可以买的
[01:17:07.000 --> 01:17:09.000]  大家现在再好好去考虑一下建新股份
[01:17:09.000 --> 01:17:11.000]  今年因为我讲的案内
[01:17:11.000 --> 01:17:13.000]  都是水就是马全看到这个土
[01:17:13.000 --> 01:17:15.000]  就结了像前段时间的
[01:17:15.000 --> 01:17:17.000]  就是金盾
[01:17:17.000 --> 01:17:19.000]  金盾是不是属于上切入
[01:17:19.000 --> 01:17:21.000]  上切入兼环抱
[01:17:21.000 --> 01:17:23.000]  对吧
[01:17:23.000 --> 01:17:25.000]  来看一下这是上切入兼环抱
[01:17:25.000 --> 01:17:27.000]  从K线的角度这是个一线
[01:17:27.000 --> 01:17:29.000]  这是个阳线上切入
[01:17:29.000 --> 01:17:31.000]  同时这个阳线
[01:17:31.000 --> 01:17:33.000]  把这整个横盘全部
[01:17:33.000 --> 01:17:35.000]  直接进入怀抱
[01:17:35.000 --> 01:17:37.000]  对不对
[01:17:37.000 --> 01:17:39.000]  从K线上怀抱的时间比那个什么上切入力度
[01:17:39.000 --> 01:17:41.000]  更强对不对
[01:17:41.000 --> 01:17:43.000]  因为怀抱的时间很长
[01:17:43.000 --> 01:17:45.000]  这是什么量是不是巨量
[01:17:45.000 --> 01:17:47.000]  调一调还会继续上涨
[01:17:47.000 --> 01:17:49.000]  调一调继续向上
[01:17:49.000 --> 01:18:05.000]  来看这下面是不符合的
[01:18:05.000 --> 01:18:07.000]  这就是还是在一个扭转中
[01:18:07.000 --> 01:18:09.000]  对不对K线组合
[01:18:09.000 --> 01:18:11.000]  进攻扬转脱就是短时间快速
[01:18:11.000 --> 01:18:13.000]  它也没有结构
[01:18:13.000 --> 01:18:15.000]  来看这个周围线是不是把整个这里都怀抱了
[01:18:15.000 --> 01:18:17.000]  把这里的最高架全部给怀抱了对不对
[01:18:17.000 --> 01:18:19.000]  对应的是什么
[01:18:19.000 --> 01:18:21.000]  高亮柱
[01:18:21.000 --> 01:18:23.000]  巨亮柱对不对
[01:18:23.000 --> 01:18:25.000]  那OK
[01:18:25.000 --> 01:18:27.000]  因为怀抱本身我们说的过去是横盘
[01:18:27.000 --> 01:18:29.000]  所以我以怀抱的方式打破过去横盘
[01:18:29.000 --> 01:18:31.000]  就代表我要开始的是新的生命
[01:18:31.000 --> 01:18:33.000]  而且我以怀抱是最强的一种扭转组合
[01:18:33.000 --> 01:18:35.000]  我说的刚才讲的黑线组合
[01:18:35.000 --> 01:18:37.000]  里面最强的是什么
[01:18:37.000 --> 01:18:39.000]  是怀抱
[01:18:39.000 --> 01:18:41.000]  所以它的趋势必然还会继续向上
[01:18:41.000 --> 01:18:43.000]  那你就是我们怎么在这里面去
[01:18:43.000 --> 01:18:45.000]  把握什么买点
[01:18:45.000 --> 01:18:47.000]  再来看那个德安进攻
[01:18:47.000 --> 01:18:49.000]  反正就这个大纸
[01:18:49.000 --> 01:18:51.000]  因为我按你讲完照你看图你就一下明白了
[01:18:51.000 --> 01:18:53.000]  其实包括我们前几天的
[01:18:53.000 --> 01:18:55.000]  那个大牛谷
[01:18:55.000 --> 01:19:01.000]  爱进攻不是的
[01:19:01.000 --> 01:19:03.000]  爱进攻还不是
[01:19:03.000 --> 01:19:05.000]  真的不是
[01:19:05.000 --> 01:19:09.000]  看新五分
[01:19:11.000 --> 01:19:13.000]  震丹也不是震丹是牛谷
[01:19:13.000 --> 01:19:15.000]  是强装逻辑的
[01:19:15.000 --> 01:19:17.000]  它也不是的震丹它有区别的
[01:19:17.000 --> 01:19:21.000]  不讲了
[01:19:21.000 --> 01:19:25.000]  不一样的
[01:19:25.000 --> 01:19:37.000]  让他看了新五分
[01:19:39.000 --> 01:19:41.000]  这个
[01:19:41.000 --> 01:19:43.000]  这个是不是也是一样的呢
[01:19:43.000 --> 01:19:45.000]  上市以来整个就在这里横着
[01:19:45.000 --> 01:19:47.000]  对不对
[01:19:47.000 --> 01:19:49.000]  来看就是横盘
[01:19:49.000 --> 01:19:51.000]  小K线小K线
[01:19:51.000 --> 01:19:53.000]  所以我给大家一个建议
[01:19:53.000 --> 01:19:55.000]  怀抱这种都建立在
[01:19:55.000 --> 01:19:57.000]  怀抱也好
[01:19:57.000 --> 01:19:59.000]  翻打也好如果你用了旋弧
[01:19:59.000 --> 01:20:01.000]  建议用周线周期
[01:20:01.000 --> 01:20:03.000]  建议用周线的周期
[01:20:03.000 --> 01:20:05.000]  不要用日线
[01:20:05.000 --> 01:20:07.000]  日线那么一天的
[01:20:07.000 --> 01:20:09.000]  翻打和怀抱
[01:20:09.000 --> 01:20:13.000]  骗你一下
[01:20:13.000 --> 01:20:15.000]  又打你一下
[01:20:15.000 --> 01:20:17.000]  花了一个星期的时间
[01:20:17.000 --> 01:20:19.000]  这个不一样的
[01:20:19.000 --> 01:20:21.000]  所以你要看是不是一个怀抱
[01:20:21.000 --> 01:20:23.000]  再来看怀抱中
[01:20:23.000 --> 01:20:25.000]  这个阳气有没有把这个阴线感觉出给站上
[01:20:25.000 --> 01:20:27.000]  对吧
[01:20:27.000 --> 01:20:29.000]  然后你看它在这里说我回回去起来了
[01:20:29.000 --> 01:20:31.000]  就是我们所说的怀抱
[01:20:31.000 --> 01:20:33.000]  这两个的区别再来看
[01:20:33.000 --> 01:20:35.000]  周线你看我截的图大部分
[01:20:35.000 --> 01:20:37.000]  一周怀抱
[01:20:37.000 --> 01:20:39.000]  两三个月的时间
[01:20:39.000 --> 01:20:41.000]  上市以来基本都怀抱了
[01:20:41.000 --> 01:20:43.000]  还有这一个
[01:20:43.000 --> 01:20:45.000]  光源科技
[01:20:45.000 --> 01:20:47.000]  是不是也没有结构
[01:20:47.000 --> 01:20:49.000]  对不对
[01:20:49.000 --> 01:20:51.000]  前面大家看墙有的人在这里看
[01:20:51.000 --> 01:20:53.000]  然后在这里找买点了对不对
[01:20:53.000 --> 01:20:55.000]  那你再看下为什么人家不要在这里
[01:20:55.000 --> 01:20:57.000]  做一个APC呢
[01:20:57.000 --> 01:20:59.000]  因为你要搞明白
[01:20:59.000 --> 01:21:01.000]  为什么这个位置起来之后有了这么几周就起来了
[01:21:01.000 --> 01:21:03.000]  为什么这个起来
[01:21:03.000 --> 01:21:05.000]  交给各位搞一个这么久的APC
[01:21:05.000 --> 01:21:07.000]  是不是现在就在解惑这个问题
[01:21:07.000 --> 01:21:09.000]  怀抱就没有那么久的APC
[01:21:09.000 --> 01:21:11.000]  油也是很短暂
[01:21:11.000 --> 01:21:13.000]  要反打吗
[01:21:13.000 --> 01:21:15.000]  那就慢慢搞了
[01:21:15.000 --> 01:21:17.000]  上前路起来的吗再慢慢搞了对吧
[01:21:17.000 --> 01:21:19.000]  大家看一下这两周
[01:21:19.000 --> 01:21:21.000]  是不是对整个这里进行一个怀抱
[01:21:21.000 --> 01:21:25.000]  量是不是也是属于高量柱
[01:21:25.000 --> 01:21:27.000]  最量柱进攻阳
[01:21:27.000 --> 01:21:29.000]  所以来看后面是不是上涨
[01:21:29.000 --> 01:21:31.000]  这个大家能理解了
[01:21:31.000 --> 01:21:33.000]  这是我们所讲的
[01:21:33.000 --> 01:21:35.000]  怀抱的区别
[01:21:35.000 --> 01:21:37.000]  这是这三个图
[01:21:37.000 --> 01:21:39.000]  你自己把它就可以画一下
[01:21:39.000 --> 01:21:41.000]  怀抱走牛的
[01:21:41.000 --> 01:21:43.000]  没有结构直接怀抱走牛的
[01:21:43.000 --> 01:21:45.000]  怀抱进入上升趋势的
[01:21:45.000 --> 01:21:47.000]  那我们再来看
[01:21:47.000 --> 01:21:49.000]  新五峰中科磁业
[01:21:49.000 --> 01:21:51.000]  和这个光源科技
[01:21:51.000 --> 01:21:53.000]  我们再来看
[01:21:53.000 --> 01:21:55.000]  蓝色光标
[01:21:55.000 --> 01:21:57.000]  没有反打
[01:21:57.000 --> 01:21:59.000]  没有反打直接怀抱的
[01:21:59.000 --> 01:22:05.000]  我们再来看中文再现
[01:22:05.000 --> 01:22:07.000]  一样的
[01:22:07.000 --> 01:22:09.000]  中文再现和蓝色光标走
[01:22:09.000 --> 01:22:11.000]  是真的好像一样
[01:22:11.000 --> 01:22:13.000]  大家看这个就是有结构的
[01:22:13.000 --> 01:22:15.000]  为什么有结构
[01:22:15.000 --> 01:22:17.000]  因为我一口气撑不起来
[01:22:17.000 --> 01:22:19.000]  对吧我一下子起不来
[01:22:19.000 --> 01:22:21.000]  它就慢慢来
[01:22:21.000 --> 01:22:23.000]  你来看这是不是一个空头
[01:22:23.000 --> 01:22:25.000]  先做一个什么
[01:22:25.000 --> 01:22:27.000]  是不是反打呀
[01:22:27.000 --> 01:22:29.000]  这是下跌
[01:22:29.000 --> 01:22:31.000]  这是下跌的停顿
[01:22:31.000 --> 01:22:33.000]  我讲的怀抱必须是多头怀抱
[01:22:33.000 --> 01:22:35.000]  你别给我空转多的K线
[01:22:35.000 --> 01:22:37.000]  因为这里有个小停顿也叫怀抱
[01:22:37.000 --> 01:22:39.000]  这是叫下跌
[01:22:39.000 --> 01:22:41.000]  停顿
[01:22:41.000 --> 01:22:43.000]  向上这个阳线是对这里的
[01:22:43.000 --> 01:22:45.000]  一线的反打
[01:22:45.000 --> 01:22:47.000]  那明宝列字没有
[01:22:47.000 --> 01:22:49.000]  你看反打
[01:22:49.000 --> 01:22:51.000]  反打就是先转多
[01:22:51.000 --> 01:22:53.000]  然后再做多方调整
[01:22:53.000 --> 01:22:55.000]  这些是什么
[01:22:55.000 --> 01:22:57.000]  怀抱
[01:22:57.000 --> 01:22:59.000]  你看这里的全部都给站上
[01:22:59.000 --> 01:23:01.000]  怀抱之后的整理是不是完全可以考虑
[01:23:01.000 --> 01:23:03.000]  你看包括在这里
[01:23:03.000 --> 01:23:05.000]  然后再继续怀抱
[01:23:05.000 --> 01:23:07.000]  这个区间都是买股
[01:23:07.000 --> 01:23:09.000]  大家对于精准的买点不要着急
[01:23:09.000 --> 01:23:11.000]  先把这个图
[01:23:11.000 --> 01:23:13.000]  就像接下来
[01:23:13.000 --> 01:23:15.000]  你们自己选股票也是一样的
[01:23:15.000 --> 01:23:17.000]  你能不能像这三天上课的那种样
[01:23:17.000 --> 01:23:19.000]  一点一点一层一层的分析
[01:23:19.000 --> 01:23:21.000]  对吧你能做到这么一层一层的分析
[01:23:21.000 --> 01:23:23.000]  然后就等那个关键的买点
[01:23:23.000 --> 01:23:25.000]  OK我相信出来了你肯定也敢买
[01:23:25.000 --> 01:23:27.000]  是不是这样子的
[01:23:27.000 --> 01:23:29.000]  就是他是先反打
[01:23:29.000 --> 01:23:31.000]  他就要做结构
[01:23:31.000 --> 01:23:33.000]  先反打的他就要先反打
[01:23:33.000 --> 01:23:35.000]  调一调再怀抱他的结构
[01:23:35.000 --> 01:23:37.000]  自然就出来了
[01:23:37.000 --> 01:23:39.000]  你看这种也是呢
[01:23:39.000 --> 01:23:41.000]  这一个向长对这个
[01:23:41.000 --> 01:23:43.000]  下跌是反打还是怀抱
[01:23:43.000 --> 01:23:45.000]  反打
[01:23:45.000 --> 01:23:47.000]  反打他就要在这里调整
[01:23:47.000 --> 01:23:49.000]  调整做一个什么慢慢模型结构
[01:23:49.000 --> 01:23:51.000]  就出来了然后再进行
[01:23:51.000 --> 01:23:53.000]  就形成一个怀抱啊
[01:23:53.000 --> 01:23:55.000]  对不对再形成一个怀抱
[01:23:55.000 --> 01:23:57.000]  再来看
[01:23:57.000 --> 01:24:01.000]  你们听我讲
[01:24:01.000 --> 01:24:03.000]  别翻了听我讲
[01:24:03.000 --> 01:24:05.000]  我们把这几个因为把它吃透了
[01:24:05.000 --> 01:24:07.000]  把它吃透了
[01:24:07.000 --> 01:24:09.000]  我们再来看这里也是一样的呢
[01:24:09.000 --> 01:24:11.000]  这是不是反打
[01:24:11.000 --> 01:24:13.000]  这个风段是对这段下跌
[01:24:13.000 --> 01:24:15.000]  这段下跌的反打
[01:24:15.000 --> 01:24:17.000]  所以他要回一回
[01:24:17.000 --> 01:24:19.000]  有点小怀抱
[01:24:19.000 --> 01:24:21.000]  又有点反打的这个
[01:24:21.000 --> 01:24:23.000]  状态对不对
[01:24:23.000 --> 01:24:25.000]  但总体是不是已经怀抱偏强了
[01:24:25.000 --> 01:24:27.000]  但他怀抱有一个问题是什么呢
[01:24:27.000 --> 01:24:29.000]  这个阳线对这个高点对这个高点
[01:24:29.000 --> 01:24:31.000]  它不是阳线的下三分之一
[01:24:31.000 --> 01:24:33.000]  就能解决问题了
[01:24:33.000 --> 01:24:35.000]  它要阳线的一大半才能解决问题
[01:24:35.000 --> 01:24:37.000]  所以这个细节解构线
[01:24:37.000 --> 01:24:39.000]  它还需要一些时间模
[01:24:39.000 --> 01:24:41.000]  然后再调整到在这个位置是不是形成了一个
[01:24:41.000 --> 01:24:43.000]  小怀抱加小反感结合体
[01:24:43.000 --> 01:24:45.000]  也是结合体啊
[01:24:45.000 --> 01:24:47.000]  所以你这就是进攻阳的一个变化呀
[01:24:47.000 --> 01:24:49.000]  进攻阳的一个变化
[01:24:49.000 --> 01:24:51.000]  这个我们有先这个展开过了
[01:24:51.000 --> 01:24:53.000]  好久远银行也是一样的
[01:24:53.000 --> 01:24:55.000]  那可以看一下
[01:24:55.000 --> 01:24:57.000]  这是这是一个下跌吧
[01:24:57.000 --> 01:24:59.000]  对吧
[01:24:59.000 --> 01:25:01.000]  先反打
[01:25:01.000 --> 01:25:03.000]  然后再回调
[01:25:03.000 --> 01:25:05.000]  回调完之后你看这段上的是不是还是属于反打啊
[01:25:05.000 --> 01:25:07.000]  对
[01:25:07.000 --> 01:25:09.000]  是不是还是反打
[01:25:09.000 --> 01:25:11.000]  反打之后在这里走出多种横盘
[01:25:11.000 --> 01:25:13.000]  这里形成了一个什么
[01:25:13.000 --> 01:25:15.000]  小怀抱对不对
[01:25:15.000 --> 01:25:17.000]  形成了一个小怀抱
[01:25:17.000 --> 01:25:19.000]  所以在现在在这里就理解了
[01:25:19.000 --> 01:25:21.000]  通过我刚才讲的两个区别啊
[01:25:21.000 --> 01:25:23.000]  没有形态结构
[01:25:23.000 --> 01:25:25.000]  但它横横横横横直接怀抱的
[01:25:25.000 --> 01:25:27.000]  它就直接会进入主声
[01:25:27.000 --> 01:25:29.000]  但明天还有知识点就是怀抱的
[01:25:29.000 --> 01:25:31.000]  健康程度的解析
[01:25:31.000 --> 01:25:33.000]  有可能是个假怀抱
[01:25:33.000 --> 01:25:35.000]  你可能比如说明天再展开好了
[01:25:35.000 --> 01:25:37.000]  因为大家脑容量也不够啊
[01:25:37.000 --> 01:25:39.000]  然后呢如果说它不是怀抱的
[01:25:39.000 --> 01:25:41.000]  它是反打的
[01:25:41.000 --> 01:25:43.000]  就是由空转多
[01:25:43.000 --> 01:25:45.000]  再调一调那就回到了1、2
[01:25:45.000 --> 01:25:47.000]  爱稳不稳得住的问题
[01:25:47.000 --> 01:25:49.000]  稳不住也得重新反打对不对
[01:25:49.000 --> 01:25:51.000]  然后形成3、1、3、2的一个格局
[01:25:51.000 --> 01:25:53.000]  就慢慢我们所说的地基结构
[01:25:53.000 --> 01:25:55.000]  就呈现出来了
[01:25:55.000 --> 01:25:57.000]  地基结构就呈现出来了
[01:25:57.000 --> 01:25:59.000]  所以这是我们
[01:25:59.000 --> 01:26:01.000]  所展开的K线组合
[01:26:01.000 --> 01:26:03.000]  K线
[01:26:03.000 --> 01:26:05.000]  我们对于K线的一个理解就是这样
[01:26:05.000 --> 01:26:07.000]  就是我们说最终
[01:26:07.000 --> 01:26:09.000]  对于K线而言就是
[01:26:09.000 --> 01:26:11.000]  回到了进攻
[01:26:11.000 --> 01:26:13.000]  破坏
[01:26:13.000 --> 01:26:15.000]  分歧平顿之间的语言变化
[01:26:15.000 --> 01:26:17.000]  回到这样的语言变化过程中
[01:26:17.000 --> 01:26:19.000]  然后最重要还是对于K线而言
[01:26:19.000 --> 01:26:21.000]  一定是用博弈的角度去理解
[01:26:21.000 --> 01:26:23.000]  用博弈的角度去理解
[01:26:23.000 --> 01:26:25.000]  其实我今天已经讲的很直了
[01:26:25.000 --> 01:26:27.000]  阳线一定要对左边的阴线
[01:26:27.000 --> 01:26:29.000]  你是城堡
[01:26:29.000 --> 01:26:31.000]  所以如果聪明的同学
[01:26:31.000 --> 01:26:33.000]  应该能够理解了
[01:26:33.000 --> 01:26:35.000]  我这个阳线把左边的阴线的城堡
[01:26:35.000 --> 01:26:37.000]  给攻下来了
[01:26:37.000 --> 01:26:39.000]  后面回调是不能跌破那个城堡的
[01:26:39.000 --> 01:26:41.000]  也就是你的买入区间
[01:26:41.000 --> 01:26:43.000]  也就是我们所说的精准买点
[01:26:43.000 --> 01:26:45.000]  买入区域
[01:26:45.000 --> 01:26:47.000]  我们休息一下
[01:26:47.000 --> 01:26:49.000]  休息一下
[01:26:49.000 --> 01:26:51.000]  休息一下
[01:26:51.000 --> 01:26:53.000]  谢谢大家
[01:26:55.000 --> 01:26:57.000]  谢谢大家
[01:26:57.000 --> 01:26:59.000]  谢谢大家
[01:26:59.000 --> 01:27:01.000]  谢谢大家
[01:27:01.000 --> 01:27:03.000]  谢谢大家
[01:27:03.000 --> 01:27:05.000]  谢谢大家
[01:27:05.000 --> 01:27:07.000]  谢谢大家
[01:27:07.000 --> 01:27:09.000]  谢谢大家
[01:27:09.000 --> 01:27:11.000]  谢谢大家
[01:27:11.000 --> 01:27:13.000]  谢谢大家
[01:27:13.000 --> 01:27:15.000]  谢谢大家
[01:27:15.000 --> 01:27:17.000]  谢谢大家
