[00:00:00.000 --> 00:00:04.200]  第三天看了前面这一个半小时呢跟大家分享的就是什么
[01:09:05.700 --> 01:09:06.700]  就这么呈现的就微型的
[01:09:06.700 --> 01:09:08.700]  或者是没有结构的一个阳星飘飘起来的
[01:09:08.700 --> 01:09:10.700]  都想成英雄的这样一个盘面
[01:09:10.700 --> 01:09:12.700]  但是从整个盘面
[01:09:12.700 --> 01:09:13.700]  包括黄金级别来讲
[01:09:13.700 --> 01:09:15.700]  应该是这是一个中期这里头
[01:09:15.700 --> 01:09:17.700]  应该还有一个中期的向下的
[01:09:17.700 --> 01:09:19.700]  包括时间和空间都不匹配
[01:09:19.700 --> 01:09:21.700]  就我们去年四月份的分享
[01:09:21.700 --> 01:09:23.700]  但是今年你看我的观点是不一样
[01:09:23.700 --> 01:09:25.700]  我认识这是坑底
[01:09:25.700 --> 01:09:27.700]  今年就是一个空已经结束了
[01:09:27.700 --> 01:09:29.700]  空怎么转多的混沌窗
[01:09:29.700 --> 01:09:32.700]  那么这个混沌窗里面我一直强调的就是
[01:09:32.700 --> 01:09:34.700]  你要学会观察谁
[01:09:34.700 --> 01:09:36.700]  真正能够转出周限多
[01:09:36.700 --> 01:09:38.700]  转出周限多的就是他
[01:09:38.700 --> 01:09:40.700]  接下来一段时间主要机会
[01:09:40.700 --> 01:09:42.700]  你要抓住这个结构性的主要机会
[01:09:42.700 --> 01:09:44.700]  这是今年甚至到明年
[01:09:44.700 --> 01:09:47.700]  如果明年聚会的话可能就讲
[01:09:47.700 --> 01:09:49.700]  如果说今年比较好的
[01:09:49.700 --> 01:09:52.700]  到明年能够把月限周限慢慢磨平的
[01:09:52.700 --> 01:09:54.700]  可能我们就回到月限上了
[01:09:54.700 --> 01:09:57.700]  在24年和25年没有哪些月限
[01:09:57.700 --> 01:09:59.700]  通过这个慢慢磨能够磨出
[01:09:59.700 --> 01:10:01.700]  中长期的一个机会了
[01:10:01.700 --> 01:10:02.700]  所以不一样
[01:10:02.700 --> 01:10:04.700]  21年的下半年
[01:10:04.700 --> 01:10:06.700]  我就是跟大家讲风险
[01:10:06.700 --> 01:10:07.700]  按照我的话来讲
[01:10:07.700 --> 01:10:09.700]  三年的结构牛
[01:10:09.700 --> 01:10:11.700]  除非太极循环失效了
[01:10:11.700 --> 01:10:14.700]  否则按正常就是接下来是一个结构熊的调整
[01:10:14.700 --> 01:10:17.700]  我还组织了一次线上的老学员聚会
[01:10:17.700 --> 01:10:19.700]  主要是这个逻辑就是大方向
[01:10:19.700 --> 01:10:21.700]  所以我们所有大方向
[01:10:21.700 --> 01:10:24.700]  其实也是按照这个思路来进行的
[01:10:24.700 --> 01:10:27.700]  那么中期和中长期对周限上的把握也在
[01:10:27.700 --> 01:10:28.700]  也就是这样了
[01:10:28.700 --> 01:10:32.700]  把我们最近的指数周限在这里
[01:10:32.700 --> 01:10:34.700]  为什么能够延展也是一样的呢
[01:10:34.700 --> 01:10:35.700]  30分钟级别
[01:10:35.700 --> 01:10:38.700]  但这个延展说实话真的是盘面太不爽了
[01:10:38.700 --> 01:10:40.700]  没有方向能动来
[01:10:40.700 --> 01:10:41.700]  基本上能动来
[01:10:41.700 --> 01:10:43.700]  那回到月限大家就明白了
[01:10:43.700 --> 01:10:46.700]  现在我们的指数面临的是什么
[01:10:46.700 --> 01:10:51.700]  价格的向上没有办法带动什么趋势的向上
[01:10:51.700 --> 01:10:56.700]  所以它只有通过回调一条路
[01:10:56.700 --> 01:10:59.700]  慢慢在这里慢慢磨平对吧
[01:10:59.700 --> 01:11:01.700]  把这个势走平之后
[01:11:01.700 --> 01:11:02.700]  然后第二次
[01:11:02.700 --> 01:11:03.700]  这是第一次对不对
[01:11:03.700 --> 01:11:05.700]  下一次五条板之后
[01:11:05.700 --> 01:11:07.700]  下一次再往上
[01:11:07.700 --> 01:11:09.700]  看能不能价格的向上把势给带动向上
[01:11:09.700 --> 01:11:11.700]  大家能理解我的意思吧
[01:11:11.700 --> 01:11:12.700]  所以我说了
[01:11:12.700 --> 01:11:15.700]  接下来可能就是操作难度呢
[01:11:15.700 --> 01:11:16.700]  小机会是有的
[01:11:16.700 --> 01:11:19.700]  但是操作难度不要一下子把预期提得很高
[01:11:19.700 --> 01:11:21.700]  现在是在混沌期
[01:11:21.700 --> 01:11:23.700]  我们就看周限
[01:11:23.700 --> 01:11:25.700]  而且这个位置的回调
[01:11:25.700 --> 01:11:27.700]  大家一定要什么适当的
[01:11:27.700 --> 01:11:28.700]  适当的规避
[01:11:28.700 --> 01:11:29.700]  我们圈里也讲过了
[01:11:29.700 --> 01:11:32.700]  适当的注意点就小节奏小短线的玩玩
[01:11:32.700 --> 01:11:33.700]  不要预期放高
[01:11:33.700 --> 01:11:36.700]  但这个回调完之后再次往上
[01:11:36.700 --> 01:11:37.700]  对吧
[01:11:37.700 --> 01:11:39.700]  那我们这个回调到低点的时候肯定是要做的呀
[01:11:39.700 --> 01:11:41.700]  也是看再就看有没有板块走出来吧
[01:11:41.700 --> 01:11:43.700]  大家能理解意思吗
[01:11:43.700 --> 01:11:46.700]  所以板块上顺势大概是回
[01:11:46.700 --> 01:11:48.700]  再次去价格的向上把势转过
[01:11:48.700 --> 01:11:51.700]  如果转的时候转不了还要回
[01:11:51.700 --> 01:11:52.700]  然后再勾
[01:11:52.700 --> 01:11:55.700]  通过这种上下上下上下
[01:11:55.700 --> 01:11:59.700]  才能把这个价格的向上把这个什么势个转多
[01:11:59.700 --> 01:12:01.700]  一旦指数越线的势转多
[01:12:01.700 --> 01:12:02.700]  就是传线看多
[01:12:02.700 --> 01:12:04.700]  现在叫战略看多
[01:12:04.700 --> 01:12:05.700]  不叫传线看多
[01:12:05.700 --> 01:12:06.700]  叫战略看多
[01:12:06.700 --> 01:12:09.700]  那教的方法怎么去判断是不是我教给大家的
[01:12:09.700 --> 01:12:11.700]  毫无保留的跟大家分享
[01:12:11.700 --> 01:12:16.700]  就是K线和5和10和20
[01:12:16.700 --> 01:12:18.700]  其他的要不要看
[01:12:18.700 --> 01:12:19.700]  看量而已
[01:12:19.700 --> 01:12:20.700]  最多加个成交量
[01:12:20.700 --> 01:12:21.700]  其他的不要看了
[01:12:21.700 --> 01:12:23.700]  指标我也不想
[01:12:23.700 --> 01:12:25.700]  我不跟大家讲我讲晕
[01:12:25.700 --> 01:12:27.700]  我自己就是什么就是稍微讲讲
[01:12:27.700 --> 01:12:29.700]  你看我最近基本上都不讲指标
[01:12:29.700 --> 01:12:30.700]  指标不要看
[01:12:30.700 --> 01:12:32.700]  大家理解我的意思吧
[01:12:32.700 --> 01:12:35.700]  就看价格和均线和20
[01:12:35.700 --> 01:12:37.700]  然后重点看什么呢
[01:12:37.700 --> 01:12:39.700]  重点把明天要教的好好掌握
[01:12:39.700 --> 01:12:44.700]  带动这个市的价格和量是怎样的
[01:12:44.700 --> 01:12:45.700]  他就明白意思吧
[01:12:45.700 --> 01:12:47.700]  这第一根月线
[01:12:47.700 --> 01:12:51.700]  像这个月线是属于长下女线的回调
[01:12:51.700 --> 01:12:51.700]  对吧
[01:12:51.700 --> 01:12:55.700]  整个数字下方完全是以修复为主
[01:12:55.700 --> 01:12:58.700]  第二个月是游游欲欲的为主
[01:12:58.700 --> 01:13:01.700]  第三个月也是游游欲欲的为主
[01:13:01.700 --> 01:13:03.700]  所以这种修复加游欲的态度
[01:13:03.700 --> 01:13:05.700]  它是不可能带动的了
[01:13:05.700 --> 01:13:07.700]  这个是转多的
[01:13:07.700 --> 01:13:08.700]  大家能理解意思吗
[01:13:08.700 --> 01:13:10.700]  就是我们价格和量
[01:13:10.700 --> 01:13:12.700]  特别是价格的解析要放在重点
[01:13:12.700 --> 01:13:15.700]  就是跟市的变化里面放在重点
[01:13:15.700 --> 01:13:17.700]  我们今天上午就到这
[01:13:17.700 --> 01:13:21.700]  大家先吃顿饭
[01:13:21.700 --> 01:13:22.700]  中午我们一个半小时吧
[01:13:22.700 --> 01:13:23.700]  现在12点
[01:13:23.700 --> 01:13:25.700]  然后吃完饭再大家可以稍微休息一下
[01:13:25.700 --> 01:13:27.700]  我们一点半上课
[01:13:29.700 --> 01:13:31.700]  今天是不是在对面的
[01:13:31.700 --> 01:13:33.700]  我看一下
[01:13:33.700 --> 01:13:36.700]  谢谢
[01:13:36.700 --> 01:13:38.700]  这次说实话人家有点多
[01:13:38.700 --> 01:13:39.700]  大家自己做吧
[01:13:39.700 --> 01:13:43.700]  一个做十一个人十二个
[01:13:43.700 --> 01:13:44.700]  十个十一个
